Year,Территория,Пол,COMPOSITE_BREAKDOWN,GeoCode,Value
2015,Баткенская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG05,18.181818
2016,Баткенская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG05,17.758485
2017,Баткенская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG05,19.319938
2018,Баткенская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG05,15.879017
2019,Баткенская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG05,10.347376
2020,Баткенская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG05,9.4
2021,Баткенская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG05,6.0
2007,Баткенская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG05,39.594399
2008,Баткенская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG05,38.332535
2009,Баткенская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG05,30.274361
2010,Баткенская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG05,32.078103
2011,Баткенская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG05,24.64628
2012,Баткенская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG05,13.876455
2013,Баткенская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG05,16.19965
2014,Баткенская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG05,14.126712
2015,Баткенская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG05,16.311167
2016,Баткенская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG05,15.120556
2017,Баткенская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG05,14.417301
2018,Баткенская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG05,12.553943
2019,Баткенская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG05,9.209517
2020,Баткенская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG05,11.6
2021,Баткенская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG05,8.8
2007,Джалал-Абадская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,29.554656
2008,Джалал-Абадская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,31.415708
2009,Джалал-Абадская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,27.389163
2010,Джалал-Абадская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,26.992912
2011,Джалал-Абадская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,20.374976
2012,Джалал-Абадская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,21.022994
2013,Джалал-Абадская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,17.1875
2014,Джалал-Абадская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,22.866403
2015,Джалал-Абадская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,20.363188
2016,Джалал-Абадская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,15.894955
2017,Джалал-Абадская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,16.021022
2018,Джалал-Абадская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,16.216216
2019,Джалал-Абадская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,15.734551
2020,Джалал-Абадская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,17.7
2021,Джалал-Абадская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,15.0
2007,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,32.584497
2008,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,37.4
2009,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,29.139594
2010,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,30.261882
2011,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,23.500191
2012,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,24.170883
2013,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,20.905923
2014,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,24.950637
2015,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,22.651449
2016,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,17.365887
2017,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,17.36638
2018,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,18.019507
2019,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,17.984446
2020,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,19.4
2021,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,19.4
2007,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,26.523588
2008,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,25.425425
2009,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,25.635969
2010,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,23.716952
2011,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,17.241379
2012,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,17.863859
2013,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,13.451262
2014,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,20.76937
2015,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,18.056293
2016,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,14.409722
2017,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,14.660757
2018,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,14.390897
2019,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,13.455858
2020,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,15.9
2021,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG03,10.6
2007,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,91.683944
2008,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,91.429881
2009,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,73.265074
2010,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,70.219011
2011,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,62.962133
2012,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,67.672509
2013,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,51.535088
2014,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,46.183868
2015,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,40.899358
2016,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,45.838614
2017,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,43.759116
2018,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,34.539474
2019,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,38.344492
2020,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,35.1
2021,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,33.9
2007,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,121.552127
2008,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,107.29215
2009,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,80.994017
2010,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,88.047445
2011,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,69.620253
2012,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,80.98434
2013,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,66.725586
2014,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,58.515284
2015,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,49.137931
2016,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,56.924384
2017,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,54.857621
2018,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,44.591247
2019,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,46.843177
2020,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,42.3
2021,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,45.8
2007,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,62.6703
2008,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,75.983718
2009,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,65.706571
2010,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,52.749218
2011,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,56.419369
2012,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,54.577465
2013,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,36.569438
2014,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,34.022394
2015,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,32.765957
2016,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,34.87395
2017,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,32.766487
2018,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,24.570025
2019,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,29.911075
2020,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,27.9
2021,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG02,22.1
2007,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,105.79541
2008,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,101.905873
2009,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,88.656601
2010,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,83.62102
2011,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,78.528073
2012,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,88.930582
2013,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,82.313682
2014,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,75.457875
2015,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,63.382832
2016,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,61.918397
2017,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,47.433628
2018,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,40.294324
2019,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,49.60111
2020,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,48.8
2021,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,43.7
2007,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,108.712413
2008,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,96.227868
2009,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,88.820827
2010,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,78.787879
2011,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,82.335329
2012,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,90.976331
2013,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,81.081081
2014,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,79.422383
2015,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,66.381156
2016,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,55.712271
2017,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,49.442897
2018,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,43.38843
2019,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,53.851397
2020,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,51.3
2021,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,47.6
2007,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,102.825746
2008,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,107.704403
2009,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,88.488645
2010,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,88.578089
2011,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,74.615385
2012,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,86.824067
2013,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,83.584337
2014,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,71.375465
2015,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,60.294118
2016,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,68.313953
2017,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,45.356371
2018,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,37.089872
2019,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,45.19774
2020,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,46.2
2021,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG04,39.6
2007,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,39.54436
2008,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,40.07686
2009,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,36.412799
2010,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,35.129847
2011,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,29.316247
2012,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,25.678587
2013,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,20.815776
2014,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,22.15633
2015,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,17.926045
2016,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,20.257538
2017,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,17.220172
2018,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,18.599398
2019,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,18.302583
2020,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,21.2
2021,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,18.7
2007,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,43.366409
2008,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,45.578355
2009,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,42.560801
2010,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,39.548023
2011,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,32.252441
2012,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,29.431896
2013,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,22.750084
2014,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,24.023533
2015,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,18.654337
2016,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,21.475257
2017,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,21.619976
2018,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,20.569384
2019,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,19.270073
2020,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,21.6
2021,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,19.9
2007,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,35.660941
2008,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,34.489118
2009,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,30.165364
2010,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,30.645161
2011,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,26.339049
2012,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,21.871203
2013,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,18.851902
2014,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,20.25905
2015,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,17.185473
2016,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,19.017433
2017,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,12.732919
2018,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,16.588038
2019,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,17.313433
2020,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,20.8
2021,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG06,17.6
2007,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,26.044005
2008,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,20.444444
2009,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,17.135325
2010,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,15.190972
2011,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,17.55137
2012,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,29.064869
2013,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,14.498757
2014,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,17.529556
2015,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,14.440433
2016,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,13.823065
2017,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,12.062257
2018,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,13.016845
2019,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,11.680482
2020,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,14.1
2021,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,7.7
2007,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,29.649596
2008,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,26.642984
2009,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,21.929825
2010,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,13.852814
2011,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,17.902813
2012,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,36.0134
2013,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,16.460905
2014,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,24.271845
2015,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,13.513514
2016,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,16.419077
2017,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,8.474576
2018,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,9.848485
2019,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,13.412817
2020,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,16.9
2021,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,8.7
2007,Таласская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,22.441652
2008,Таласская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,KG07,14.234875
