Year,Reference area,Sex,COMPOSITE_BREAKDOWN,GeoCode,Value
2009,Talas,Male,Non-communicable disease: Diabetes,KG07,10.526316
2010,Talas,Male,Non-communicable disease: Diabetes,KG07,5.194805
2011,Talas,Male,Non-communicable disease: Diabetes,KG07,1.70503
2012,Talas,Male,Non-communicable disease: Diabetes,KG07,5.025126
2013,Talas,Male,Non-communicable disease: Diabetes,KG07,5.761317
2014,Talas,Male,Non-communicable disease: Diabetes,KG07,4.854369
2015,Talas,Male,Non-communicable disease: Diabetes,KG07,0.794913
2016,Talas,Male,Non-communicable disease: Diabetes,KG07,1.563722
2017,Talas,Male,Non-communicable disease: Diabetes,KG07,3.85208
2018,Talas,Male,Non-communicable disease: Diabetes,KG07,1.515152
2019,Talas,Male,Non-communicable disease: Diabetes,KG07,2.980626
2020,Talas,Male,Non-communicable disease: Diabetes,KG07,3.7
2021,Talas,Male,Non-communicable disease: Diabetes,KG07,4.4
2007,Talas,Female,Non-communicable disease: Diabetes,KG07,8.078995
2008,Talas,Female,Non-communicable disease: Diabetes,KG07,7.117438
2009,Talas,Female,Non-communicable disease: Diabetes,KG07,9.683099
2010,Talas,Female,Non-communicable disease: Diabetes,KG07,5.221932
2011,Talas,Female,Non-communicable disease: Diabetes,KG07,4.299226
2012,Talas,Female,Non-communicable disease: Diabetes,KG07,3.389831
2013,Talas,Female,Non-communicable disease: Diabetes,KG07,6.672227
2014,Talas,Female,Non-communicable disease: Diabetes,KG07,4.930156
2015,Talas,Female,Non-communicable disease: Diabetes,KG07,0.809717
2016,Talas,Female,Non-communicable disease: Diabetes,KG07,3.990423
2017,Talas,Female,Non-communicable disease: Diabetes,KG07,3.144654
2018,Talas,Female,Non-communicable disease: Diabetes,KG07,4.643963
2019,Talas,Female,Non-communicable disease: Diabetes,KG07,3.04878
2020,Talas,Female,Non-communicable disease: Diabetes,KG07,7.5
2021,Talas,Female,Non-communicable disease: Diabetes,KG07,3.0
2007,Chui,,Non-communicable disease: Diabetes,KG08,7.706886
2008,Chui,,Non-communicable disease: Diabetes,KG08,7.89177
2009,Chui,,Non-communicable disease: Diabetes,KG08,4.721083
2010,Chui,,Non-communicable disease: Diabetes,KG08,5.667817
2011,Chui,,Non-communicable disease: Diabetes,KG08,7.206547
2012,Chui,,Non-communicable disease: Diabetes,KG08,4.816376
2013,Chui,,Non-communicable disease: Diabetes,KG08,7.919622
2014,Chui,,Non-communicable disease: Diabetes,KG08,9.512761
2015,Chui,,Non-communicable disease: Diabetes,KG08,7.395608
2016,Chui,,Non-communicable disease: Diabetes,KG08,8.590874
2017,Chui,,Non-communicable disease: Diabetes,KG08,6.568144
2018,Chui,,Non-communicable disease: Diabetes,KG08,7.193472
2019,Chui,,Non-communicable disease: Diabetes,KG08,6.62809
2020,Chui,,Non-communicable disease: Diabetes,KG08,9.1
2021,Chui,,Non-communicable disease: Diabetes,KG08,5.3
2007,Chui,Male,Non-communicable disease: Diabetes,KG08,6.177606
2008,Chui,Male,Non-communicable disease: Diabetes,KG08,7.14468
2009,Chui,Male,Non-communicable disease: Diabetes,KG08,3.794586
2010,Chui,Male,Non-communicable disease: Diabetes,KG08,6.268806
2011,Chui,Male,Non-communicable disease: Diabetes,KG08,5.962733
2012,Chui,Male,Non-communicable disease: Diabetes,KG08,5.382921
2013,Chui,Male,Non-communicable disease: Diabetes,KG08,5.522209
2014,Chui,Male,Non-communicable disease: Diabetes,KG08,8.71819
2015,Chui,Male,Non-communicable disease: Diabetes,KG08,5.083179
2016,Chui,Male,Non-communicable disease: Diabetes,KG08,6.796556
2017,Chui,Male,Non-communicable disease: Diabetes,KG08,5.335705
2018,Chui,Male,Non-communicable disease: Diabetes,KG08,5.669429
2019,Chui,Male,Non-communicable disease: Diabetes,KG08,5.553182
2020,Chui,Male,Non-communicable disease: Diabetes,KG08,6.3
2021,Chui,Male,Non-communicable disease: Diabetes,KG08,5.8
2007,Chui,Female,Non-communicable disease: Diabetes,KG08,9.181141
2008,Chui,Female,Non-communicable disease: Diabetes,KG08,8.612205
2009,Chui,Female,Non-communicable disease: Diabetes,KG08,5.615234
2010,Chui,Female,Non-communicable disease: Diabetes,KG08,5.087209
2011,Chui,Female,Non-communicable disease: Diabetes,KG08,8.409419
2012,Chui,Female,Non-communicable disease: Diabetes,KG08,4.267425
2013,Chui,Female,Non-communicable disease: Diabetes,KG08,10.24447
2014,Chui,Female,Non-communicable disease: Diabetes,KG08,10.283364
2015,Chui,Female,Non-communicable disease: Diabetes,KG08,9.639094
2016,Chui,Female,Non-communicable disease: Diabetes,KG08,10.331941
2017,Chui,Female,Non-communicable disease: Diabetes,KG08,7.76364
2018,Chui,Female,Non-communicable disease: Diabetes,KG08,8.671743
2019,Chui,Female,Non-communicable disease: Diabetes,KG08,7.671574
2020,Chui,Female,Non-communicable disease: Diabetes,KG08,11.8
2021,Chui,Female,Non-communicable disease: Diabetes,KG08,4.8
2007,Bishkek (city),,Non-communicable disease: Diabetes,KG11,4.03571
2008,Bishkek (city),,Non-communicable disease: Diabetes,KG11,5.197631
2009,Bishkek (city),,Non-communicable disease: Diabetes,KG11,4.645622
2010,Bishkek (city),,Non-communicable disease: Diabetes,KG11,3.985465
2011,Bishkek (city),,Non-communicable disease: Diabetes,KG11,4.036443
2012,Bishkek (city),,Non-communicable disease: Diabetes,KG11,3.957038
2013,Bishkek (city),,Non-communicable disease: Diabetes,KG11,4.861341
2014,Bishkek (city),,Non-communicable disease: Diabetes,KG11,3.777658
2015,Bishkek (city),,Non-communicable disease: Diabetes,KG11,3.164891
2016,Bishkek (city),,Non-communicable disease: Diabetes,KG11,4.951516
2017,Bishkek (city),,Non-communicable disease: Diabetes,KG11,4.338176
2018,Bishkek (city),,Non-communicable disease: Diabetes,KG11,3.350744
2019,Bishkek (city),,Non-communicable disease: Diabetes,KG11,2.786854
2020,Bishkek (city),,Non-communicable disease: Diabetes,KG11,4.7
2021,Bishkek (city),,Non-communicable disease: Diabetes,KG11,2.2
2007,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,4.472507
2008,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,3.648684
2009,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,4.367934
2010,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,3.283657
2011,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,2.483238
2012,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,3.64786
2013,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,5.698006
2014,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,3.242993
2015,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,2.938517
2016,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,4.19426
2017,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,3.882657
2018,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,2.736842
2019,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,2.0496
2020,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,5.8
2021,Bishkek (city),Male,Non-communicable disease: Diabetes,KG11,2.5
2007,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,3.656307
2008,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,6.537421
2009,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,4.885632
2010,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,4.593176
2011,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,5.38329
2012,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,4.22565
2013,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,4.133085
2014,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,4.244139
2015,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,3.363007
2016,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,5.615802
2017,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,4.738438
2018,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,3.891051
2019,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,3.43767
2020,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,3.7
2021,Bishkek (city),Female,Non-communicable disease: Diabetes,KG11,1.9
2007,Osh (city),,Non-communicable disease: Diabetes,KG21,9.364027
2008,Osh (city),,Non-communicable disease: Diabetes,KG21,11.650485
2009,Osh (city),,Non-communicable disease: Diabetes,KG21,5.800464
2010,Osh (city),,Non-communicable disease: Diabetes,KG21,6.213592
2011,Osh (city),,Non-communicable disease: Diabetes,KG21,8.600469
2012,Osh (city),,Non-communicable disease: Diabetes,KG21,5.424254
2013,Osh (city),,Non-communicable disease: Diabetes,KG21,13.318113
2014,Osh (city),,Non-communicable disease: Diabetes,KG21,7.844602
2015,Osh (city),,Non-communicable disease: Diabetes,KG21,6.227106
2016,Osh (city),,Non-communicable disease: Diabetes,KG21,8.967001
2017,Osh (city),,Non-communicable disease: Diabetes,KG21,11.913104
2018,Osh (city),,Non-communicable disease: Diabetes,KG21,9.520571
2019,Osh (city),,Non-communicable disease: Diabetes,KG21,9.477124
2020,Osh (city),,Non-communicable disease: Diabetes,KG21,13.9
2021,Osh (city),,Non-communicable disease: Diabetes,KG21,9.5
2007,Osh (city),Male,Non-communicable disease: Diabetes,KG21,8.136697
2008,Osh (city),Male,Non-communicable disease: Diabetes,KG21,8.906883
2009,Osh (city),Male,Non-communicable disease: Diabetes,KG21,3.220612
2010,Osh (city),Male,Non-communicable disease: Diabetes,KG21,4.045307
2011,Osh (city),Male,Non-communicable disease: Diabetes,KG21,5.709625
2012,Osh (city),Male,Non-communicable disease: Diabetes,KG21,4.846527
2013,Osh (city),Male,Non-communicable disease: Diabetes,KG21,5.542359
2014,Osh (city),Male,Non-communicable disease: Diabetes,KG21,5.430566
2015,Osh (city),Male,Non-communicable disease: Diabetes,KG21,3.799392
2016,Osh (city),Male,Non-communicable disease: Diabetes,KG21,5.200594
2017,Osh (city),Male,Non-communicable disease: Diabetes,KG21,8.701958
2018,Osh (city),Male,Non-communicable disease: Diabetes,KG21,11.235955
2019,Osh (city),Male,Non-communicable disease: Diabetes,KG21,10.114633
2020,Osh (city),Male,Non-communicable disease: Diabetes,KG21,13.0
2021,Osh (city),Male,Non-communicable disease: Diabetes,KG21,5.0
2007,Osh (city),Female,Non-communicable disease: Diabetes,KG21,10.494753
2008,Osh (city),Female,Non-communicable disease: Diabetes,KG21,14.179104
2009,Osh (city),Female,Non-communicable disease: Diabetes,KG21,8.184524
2010,Osh (city),Female,Non-communicable disease: Diabetes,KG21,8.215086
2011,Osh (city),Female,Non-communicable disease: Diabetes,KG21,11.261261
2012,Osh (city),Female,Non-communicable disease: Diabetes,KG21,5.956813
2013,Osh (city),Female,Non-communicable disease: Diabetes,KG21,20.512821
2014,Osh (city),Female,Non-communicable disease: Diabetes,KG21,10.086455
2015,Osh (city),Female,Non-communicable disease: Diabetes,KG21,8.486563
2016,Osh (city),Female,Non-communicable disease: Diabetes,KG21,12.482663
2017,Osh (city),Female,Non-communicable disease: Diabetes,KG21,14.915254
2018,Osh (city),Female,Non-communicable disease: Diabetes,KG21,7.910349
2019,Osh (city),Female,Non-communicable disease: Diabetes,KG21,8.877616
2020,Osh (city),Female,Non-communicable disease: Diabetes,KG21,14.7
2021,Osh (city),Female,Non-communicable disease: Diabetes,KG21,13.7
2007,,,Non-communicable disease: Chronic respiratory disease,,39.651507
2008,,,Non-communicable disease: Chronic respiratory disease,,38.50565
2009,,,Non-communicable disease: Chronic respiratory disease,,32.675125
2010,,,Non-communicable disease: Chronic respiratory disease,,30.4
2011,,,Non-communicable disease: Chronic respiratory disease,,27.073096
2012,,,Non-communicable disease: Chronic respiratory disease,,26.054391
2013,,,Non-communicable disease: Chronic respiratory disease,,21.2
2014,,,Non-communicable disease: Chronic respiratory disease,,21.6
2015,,,Non-communicable disease: Chronic respiratory disease,,18.9
2016,,,Non-communicable disease: Chronic respiratory disease,,19.0
2017,,,Non-communicable disease: Chronic respiratory disease,,17.6
2018,,,Non-communicable disease: Chronic respiratory disease,,16.3
2019,,,Non-communicable disease: Chronic respiratory disease,,16.4
2020,,,Non-communicable disease: Chronic respiratory disease,,17.2
2021,,,Non-communicable disease: Chronic respiratory disease,,14.2
2007,,Male,Non-communicable disease: Chronic respiratory disease,,47.17562
2008,,Male,Non-communicable disease: Chronic respiratory disease,,45.319408
2009,,Male,Non-communicable disease: Chronic respiratory disease,,38.205292
2010,,Male,Non-communicable disease: Chronic respiratory disease,,35.475234
2011,,Male,Non-communicable disease: Chronic respiratory disease,,31.255739
2012,,Male,Non-communicable disease: Chronic respiratory disease,,30.863083
2013,,Male,Non-communicable disease: Chronic respiratory disease,,25.038017
2014,,Male,Non-communicable disease: Chronic respiratory disease,,25.565525
2015,,Male,Non-communicable disease: Chronic respiratory disease,,21.703008
2016,,Male,Non-communicable disease: Chronic respiratory disease,,21.648903
2017,,Male,Non-communicable disease: Chronic respiratory disease,,21.352777
2018,,Male,Non-communicable disease: Chronic respiratory disease,,19.421501
2019,,Male,Non-communicable disease: Chronic respiratory disease,,19.478087
2020,,Male,Non-communicable disease: Chronic respiratory disease,,19.6
2021,,Male,Non-communicable disease: Chronic respiratory disease,,17.3
2007,,Female,Non-communicable disease: Chronic respiratory disease,,32.32694
2008,,Female,Non-communicable disease: Chronic respiratory disease,,31.872658
2009,,Female,Non-communicable disease: Chronic respiratory disease,,27.286731
2010,,Female,Non-communicable disease: Chronic respiratory disease,,25.519266
2011,,Female,Non-communicable disease: Chronic respiratory disease,,22.994269
2012,,Female,Non-communicable disease: Chronic respiratory disease,,21.359086
2013,,Female,Non-communicable disease: Chronic respiratory disease,,17.357029
2014,,Female,Non-communicable disease: Chronic respiratory disease,,17.768133
2015,,Female,Non-communicable disease: Chronic respiratory disease,,16.221786
2016,,Female,Non-communicable disease: Chronic respiratory disease,,16.361918
2017,,Female,Non-communicable disease: Chronic respiratory disease,,13.818252
2018,,Female,Non-communicable disease: Chronic respiratory disease,,13.271005
2019,,Female,Non-communicable disease: Chronic respiratory disease,,13.280457
2020,,Female,Non-communicable disease: Chronic respiratory disease,,14.8
2021,,Female,Non-communicable disease: Chronic respiratory disease,,11.2
2007,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,43.209877
2008,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,44.972922
2009,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,36.710037
2010,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,31.092821
2011,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,28.320971
2012,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,14.984575
2013,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,16.153349
2014,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,15.572391
2015,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,17.262639
2016,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,16.462558
2017,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,16.912488
2018,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,14.247208
2019,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,9.789157
2020,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,10.5
2021,Batken,,Non-communicable disease: Chronic respiratory disease,KG05,7.4
2007,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,46.707146
2008,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,51.388889
2009,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,42.922374
2010,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,30.139451
2011,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,31.886625
2012,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,16.059028
2013,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,16.108521
2014,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,16.970199
2015,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,18.181818
2016,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,17.758485
2017,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,19.319938
2018,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,15.879017
2019,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,10.347376
2020,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,9.4
2021,Batken,Male,Non-communicable disease: Chronic respiratory disease,KG05,6.0
2007,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,39.594399
2008,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,38.332535
2009,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,30.274361
2010,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,32.078103
2011,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,24.64628
2012,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,13.876455
2013,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,16.19965
2014,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,14.126712
2015,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,16.311167
2016,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,15.120556
2017,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,14.417301
2018,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,12.553943
2019,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,9.209517
2020,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,11.6
2021,Batken,Female,Non-communicable disease: Chronic respiratory disease,KG05,8.8
2007,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,29.554656
2008,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,31.415708
2009,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,27.389163
2010,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,26.992912
2011,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,20.374976
2012,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,21.022994
2013,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,17.1875
2014,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,22.866403
2015,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,20.363188
2016,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,15.894955
2017,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,16.021022
2018,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,16.216216
2019,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,15.734551
2020,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,17.7
2021,Jalal-Abad,,Non-communicable disease: Chronic respiratory disease,KG03,15.0
2007,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,32.584497
2008,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,37.4
2009,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,29.139594
2010,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,30.261882
2011,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,23.500191
2012,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,24.170883
2013,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,20.905923
2014,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,24.950637
2015,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,22.651449
2016,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,17.365887
2017,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,17.36638
2018,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,18.019507
2019,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,17.984446
2020,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,19.4
2021,Jalal-Abad,Male,Non-communicable disease: Chronic respiratory disease,KG03,19.4
2007,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,26.523588
2008,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,25.425425
2009,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,25.635969
2010,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,23.716952
2011,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,17.241379
2012,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,17.863859
2013,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,13.451262
2014,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,20.76937
2015,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,18.056293
2016,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,14.409722
2017,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,14.660757
2018,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,14.390897
2019,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,13.455858
2020,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,15.9
2021,Jalal-Abad,Female,Non-communicable disease: Chronic respiratory disease,KG03,10.6
2007,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,91.683944
2008,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,91.429881
2009,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,73.265074
2010,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,70.219011
2011,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,62.962133
2012,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,67.672509
2013,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,51.535088
2014,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,46.183868
2015,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,40.899358
2016,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,45.838614
2017,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,43.759116
2018,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,34.539474
2019,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,38.344492
2020,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,35.1
2021,Issyk-Kul,,Non-communicable disease: Chronic respiratory disease,KG02,33.9
2007,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,121.552127
2008,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,107.29215
2009,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,80.994017
2010,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,88.047445
2011,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,69.620253
2012,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,80.98434
2013,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,66.725586
2014,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,58.515284
2015,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,49.137931
2016,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,56.924384
2017,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,54.857621
2018,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,44.591247
2019,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,46.843177
2020,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,42.3
2021,Issyk-Kul,Male,Non-communicable disease: Chronic respiratory disease,KG02,45.8
2007,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,62.6703
2008,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,75.983718
2009,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,65.706571
2010,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,52.749218
2011,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,56.419369
2012,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,54.577465
2013,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,36.569438
2014,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,34.022394
2015,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,32.765957
2016,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,34.87395
2017,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,32.766487
2018,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,24.570025
2019,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,29.911075
2020,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,27.9
2021,Issyk-Kul,Female,Non-communicable disease: Chronic respiratory disease,KG02,22.1
2007,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,105.79541
2008,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,101.905873
2009,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,88.656601
2010,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,83.62102
2011,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,78.528073
2012,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,88.930582
2013,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,82.313682
2014,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,75.457875
2015,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,63.382832
2016,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,61.918397
2017,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,47.433628
2018,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,40.294324
2019,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,49.60111
2020,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,48.8
2021,Naryn,,Non-communicable disease: Chronic respiratory disease,KG04,43.7
2007,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,108.712413
2008,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,96.227868
2009,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,88.820827
2010,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,78.787879
2011,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,82.335329
2012,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,90.976331
2013,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,81.081081
2014,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,79.422383
2015,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,66.381156
2016,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,55.712271
2017,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,49.442897
2018,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,43.38843
2019,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,53.851397
2020,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,51.3
2021,Naryn,Male,Non-communicable disease: Chronic respiratory disease,KG04,47.6
2007,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,102.825746
