Year,Территория,Пол,COMPOSITE_BREAKDOWN,Value
2009,Джалал-Абадская область,,Неинфекционные заболевания: Хронические респираторные заболевания,274.0
2010,Джалал-Абадская область,,Неинфекционные заболевания: Хронические респираторные заболевания,270.0
2011,Джалал-Абадская область,,Неинфекционные заболевания: Хронические респираторные заболевания,204.0
2012,Джалал-Абадская область,,Неинфекционные заболевания: Хронические респираторные заболевания,210.0
2013,Джалал-Абадская область,,Неинфекционные заболевания: Хронические респираторные заболевания,172.0
2014,Джалал-Абадская область,,Неинфекционные заболевания: Хронические респираторные заболевания,229.0
2015,Джалал-Абадская область,,Неинфекционные заболевания: Хронические респираторные заболевания,204.0
2016,Джалал-Абадская область,,Неинфекционные заболевания: Хронические респираторные заболевания,159.0
2017,Джалал-Абадская область,,Неинфекционные заболевания: Хронические респираторные заболевания,160.0
2018,Джалал-Абадская область,,Неинфекционные заболевания: Хронические респираторные заболевания,162.0
2019,Джалал-Абадская область,,Неинфекционные заболевания: Хронические респираторные заболевания,157.0
2020,Джалал-Абадская область,,Неинфекционные заболевания: Хронические респираторные заболевания,177.0
2007,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,326.0
2008,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,374.0
2009,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,291.0
2010,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,303.0
2011,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,235.0
2012,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,242.0
2013,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,209.0
2014,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,250.0
2015,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,227.0
2016,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,174.0
2017,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,174.0
2018,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,180.0
2019,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,180.0
2020,Джалал-Абадская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,194.0
2007,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,265.0
2008,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,254.0
2009,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,256.0
2010,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,237.0
2011,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,172.0
2012,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,179.0
2013,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,135.0
2014,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,208.0
2015,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,181.0
2016,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,144.0
2017,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,147.0
2018,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,144.0
2019,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,135.0
2020,Джалал-Абадская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,159.0
2007,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,917.0
2008,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,914.0
2009,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,733.0
2010,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,702.0
2011,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,630.0
2012,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,677.0
2013,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,515.0
2014,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,462.0
2015,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,409.0
2016,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,458.0
2017,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,438.0
2018,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,345.0
2019,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,383.0
2020,Иссык-Кульская область,,Неинфекционные заболевания: Хронические респираторные заболевания,351.0
2007,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,1216.0
2008,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,1073.0
2009,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,810.0
2010,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,880.0
2011,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,696.0
2012,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,810.0
2013,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,667.0
2014,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,585.0
2015,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,491.0
2016,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,569.0
2017,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,549.0
2018,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,446.0
2019,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,468.0
2020,Иссык-Кульская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,423.0
2007,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,627.0
2008,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,760.0
2009,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,657.0
2010,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,527.0
2011,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,564.0
2012,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,546.0
2013,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,366.0
2014,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,340.0
2015,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,328.0
2016,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,349.0
2017,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,328.0
2018,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,246.0
2019,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,299.0
2020,Иссык-Кульская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,279.0
2007,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,1058.0
2008,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,1019.0
2009,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,887.0
2010,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,836.0
2011,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,785.0
2012,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,889.0
2013,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,823.0
2014,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,755.0
2015,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,634.0
2016,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,619.0
2017,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,474.0
2018,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,403.0
2019,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,496.0
2020,Нарынская область,,Неинфекционные заболевания: Хронические респираторные заболевания,488.0
2007,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,1087.0
2008,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,962.0
2009,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,888.0
2010,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,788.0
2011,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,823.0
2012,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,910.0
2013,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,811.0
2014,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,794.0
2015,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,664.0
2016,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,557.0
2017,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,494.0
2018,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,434.0
2019,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,539.0
2020,Нарынская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,513.0
2007,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,1028.0
2008,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,1077.0
2009,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,885.0
2010,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,886.0
2011,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,746.0
2012,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,868.0
2013,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,836.0
2014,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,714.0
2015,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,603.0
2016,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,683.0
2017,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,454.0
2018,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,371.0
2019,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,452.0
2020,Нарынская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,462.0
2007,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,395.0
2008,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,401.0
2009,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,364.0
2010,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,351.0
2011,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,293.0
2012,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,257.0
2013,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,208.0
2014,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,222.0
2015,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,179.0
2016,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,203.0
2017,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,172.0
2018,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,186.0
2019,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,183.0
2020,Ошская область,,Неинфекционные заболевания: Хронические респираторные заболевания,212.0
2007,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,434.0
2008,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,456.0
2009,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,426.0
2010,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,395.0
2011,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,323.0
2012,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,294.0
2013,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,228.0
2014,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,240.0
2015,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,187.0
2016,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,215.0
2017,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,216.0
2018,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,206.0
2019,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,193.0
2020,Ошская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,216.0
2007,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,357.0
2008,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,345.0
2009,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,302.0
2010,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,306.0
2011,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,263.0
2012,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,219.0
2013,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,189.0
2014,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,203.0
2015,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,172.0
2016,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,190.0
2017,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,127.0
2018,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,166.0
2019,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,173.0
2020,Ошская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,208.0
2007,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,260.0
2008,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,204.0
2009,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,171.0
2010,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,152.0
2011,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,176.0
2012,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,291.0
2013,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,145.0
2014,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,175.0
2015,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,144.0
2016,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,138.0
2017,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,121.0
2018,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,130.0
2019,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,117.0
2020,Таласская область,,Неинфекционные заболевания: Хронические респираторные заболевания,141.0
2007,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,296.0
2008,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,266.0
2009,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,219.0
2010,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,139.0
2011,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,179.0
2012,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,360.0
2013,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,165.0
2014,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,243.0
2015,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,135.0
2016,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,164.0
2017,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,85.0
2018,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,98.0
2019,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,134.0
2020,Таласская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,169.0
2007,Таласская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,224.0
2008,Таласская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,142.0
2009,Таласская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,123.0
2010,Таласская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,165.0
2011,Таласская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,172.0
2012,Таласская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,220.0
2013,Таласская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,125.0
2014,Таласская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,107.0
2015,Таласская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,154.0
2016,Таласская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,112.0
2017,Таласская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,157.0
2018,Таласская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,163.0
2019,Таласская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,99.0
2020,Таласская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,113.0
2007,Чуйская область,,Неинфекционные заболевания: Хронические респираторные заболевания,380.0
2008,Чуйская область,,Неинфекционные заболевания: Хронические респираторные заболевания,328.0
2009,Чуйская область,,Неинфекционные заболевания: Хронические респираторные заболевания,247.0
2010,Чуйская область,,Неинфекционные заболевания: Хронические респираторные заболевания,217.0
2011,Чуйская область,,Неинфекционные заболевания: Хронические респираторные заболевания,243.0
2012,Чуйская область,,Неинфекционные заболевания: Хронические респираторные заболевания,191.0
2013,Чуйская область,,Неинфекционные заболевания: Хронические респираторные заболевания,169.0
2014,Чуйская область,,Неинфекционные заболевания: Хронические респираторные заболевания,135.0
2015,Чуйская область,,Неинфекционные заболевания: Хронические респираторные заболевания,127.0
2016,Чуйская область,,Неинфекционные заболевания: Хронические респираторные заболевания,142.0
2017,Чуйская область,,Неинфекционные заболевания: Хронические респираторные заболевания,147.0
2018,Чуйская область,,Неинфекционные заболевания: Хронические респираторные заболевания,136.0
2019,Чуйская область,,Неинфекционные заболевания: Хронические респираторные заболевания,119.0
2020,Чуйская область,,Неинфекционные заболевания: Хронические респираторные заболевания,106.0
2007,Чуйская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,489.0
2008,Чуйская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,413.0
2009,Чуйская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,326.0
2010,Чуйская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,311.0
2011,Чуйская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,308.0
2012,Чуйская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,267.0
2013,Чуйская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,233.0
2014,Чуйская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,186.0
2015,Чуйская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,178.0
2016,Чуйская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,190.0
2017,Чуйская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,202.0
2018,Чуйская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,192.0
2019,Чуйская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,175.0
2020,Чуйская область,Мужчины,Неинфекционные заболевания: Хронические респираторные заболевания,147.0
2007,Чуйская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,275.0
2008,Чуйская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,246.0
2009,Чуйская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,171.0
2010,Чуйская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,126.0
2011,Чуйская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,180.0
2012,Чуйская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,119.0
2013,Чуйская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,107.0
2014,Чуйская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,85.0
2015,Чуйская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,78.0
2016,Чуйская область,Женщины,Неинфекционные заболевания: Хронические респираторные заболевания,95.0
